"","team","Goals","Assists","Shots","Shots on Goal","Saves","Penalties Scored","Penalty Kicks","Crosses","Corner Kicks","Passes","Offside","Fouls Committed","Cautions/Yellow Cards","Red Cards","Ball Possession","date","Opponent","GoalsAllowed","GameID","home_away","win_flag","gameweek_points","goal_conversion_total_shots","goal_conversion_shots_on_goal","unassisted_goals","passes_per_goal","fouls_per_yellow_card","fouls_per_red_card","goal_difference","game_week","team_gameweek_id","opp_team_gameweek_id","cumu_points","cumu_goal_difference","cumu_goals","team_standing_rank","opp_standing_rank","standing_difference","close_standing_flag","against_top_6_flag","value_point","points_lag1","points_lag2","points_lag3","opponent_standing_lag1","opponent_standing_lag2","opponent_standing_lag3"
"159","LIV",0,0,7,2,2,0,0,21,2,467,2,10,1,0,0.51,"20181007","MCI",0,"LIVvMCI20181007","home",0,1,0,0,0,Inf,10,Inf,0,8,"LIV-8","MCI-8",20,12,15,3,1,-2,1,1,-2,1,3,3,3,14,6
"160","MCI",0,0,6,2,2,0,1,19,6,455,5,10,3,0,0.49,"20181007","LIV",0,"LIVvMCI20181007","away",0,1,0,0,0,Inf,3.33333333333333,Inf,0,8,"MCI-8","LIV-8",20,18,21,1,3,2,1,1,2,3,3,3,15,20,15
"161","CHE",2,1,21,6,2,0,0,24,5,571,2,9,2,0,0.61,"20181020","MUN",2,"CHEvMUN20181020","home",0,1,0.0952380952380952,0.333333333333333,1,285.5,4.5,Inf,0,9,"CHE-9","MUN-9",21,13,20,3,10,7,0,0,7,3,1,1,16,2,17
"162","MUN",2,1,7,4,3,0,0,16,3,291,1,17,5,0,0.39,"20181020","CHE",2,"CHEvMUN20181020","away",0,1,0.285714285714286,0.5,1,145.5,3.4,Inf,0,9,"MUN-9","CHE-9",14,-1,15,10,3,-7,0,1,-7,3,0,1,19,14,10
"163","MCI",5,4,24,10,0,0,0,32,10,613,0,11,2,0,0.67,"20181020","BUR",0,"MCIvBUR20181020","home",1,3,0.208333333333333,0.5,1,122.6,5.5,Inf,5,9,"MCI-9","BUR-9",23,23,26,1,13,12,0,0,4,1,3,3,3,15,20
"164","BUR",0,0,5,0,5,0,0,10,1,233,0,5,2,0,0.33,"20181020","MCI",5,"MCIvBUR20181020","away",0,0,0,NA,0,Inf,2.5,Inf,-5,9,"BUR-9","MCI-9",8,-7,10,13,1,-12,0,1,-Inf,1,3,3,18,19,8
"165","NEW",0,0,27,6,0,0,0,45,10,443,1,13,0,0,0.62,"20181020","BHA",1,"NEWvBHA20181020","home",0,0,0,0,0,Inf,Inf,Inf,-1,9,"NEW-9","BHA-9",2,-8,6,20,12,-8,0,0,-Inf,0,0,1,8,8,11
"166","BHA",1,0,8,1,6,0,0,13,2,181,1,17,2,0,0.38,"20181020","NEW",0,"NEWvBHA20181020","away",1,3,0.125,1,1,181,8.5,Inf,1,9,"BHA-9","NEW-9",11,-3,10,12,20,8,0,0,2.66666666666667,3,0,0,15,1,5
"167","WHU",0,0,13,4,1,0,0,31,10,353,3,8,3,0,0.45,"20181020","TOT",1,"WHUvTOT20181020","home",0,0,0,0,0,Inf,2.66666666666667,Inf,-1,9,"WHU-9","TOT-9",7,-6,8,14,5,-9,0,1,-Inf,0,3,1,13,10,3
"168","TOT",1,1,10,2,4,0,0,19,6,468,2,10,0,0,0.55,"20181020","WHU",0,"WHUvTOT20181020","away",1,3,0.1,0.5,0,468,Inf,Inf,1,9,"TOT-9","WHU-9",21,9,16,5,14,9,0,0,3,3,3,3,20,20,13
"169","WLV",0,0,10,1,1,0,0,37,8,363,2,23,3,0,0.47,"20181020","WAT",2,"WLVvWAT20181020","home",0,0,0,0,0,Inf,7.66666666666667,Inf,-2,9,"WLV-9","WAT-9",15,1,9,9,7,-2,1,0,-Inf,3,3,1,14,16,7
"170","WAT",2,2,9,3,1,0,0,8,2,478,1,13,1,0,0.53,"20181020","WLV",0,"WLVvWAT20181020","away",1,3,0.222222222222222,0.666666666666667,0,239,13,Inf,2,9,"WAT-9","WLV-9",16,1,13,7,9,2,1,0,0.666666666666667,0,0,1,6,5,15
"171","yCC",4,3,22,5,2,0,0,29,4,227,0,15,3,0,0.45,"20181020","FUL",2,"yCCvFUL20181020","home",1,3,0.181818181818182,0.8,1,56.75,5,Inf,2,9,"yCC-9","FUL-9",5,-11,8,17,18,1,1,0,0.333333333333333,0,0,0,5,12,2
"172","FUL",2,2,9,4,1,0,0,11,4,397,0,16,3,0,0.55,"20181020","yCC",4,"yCCvFUL20181020","away",0,0,0.222222222222222,0.5,0,198.5,5.33333333333333,Inf,-2,9,"FUL-9","yCC-9",5,-14,11,18,17,-1,1,0,-Inf,0,0,1,4,11,4
"173","BOU",0,0,9,2,4,0,0,29,6,394,1,10,1,0,0.54,"20181020","SOU",0,"BOUvSOU20181020","home",0,1,0,0,0,Inf,10,Inf,0,9,"BOU-9","SOU-9",17,4,16,6,16,10,0,0,10,3,3,0,9,13,16
"174","SOU",0,0,8,4,2,0,0,22,4,261,4,14,2,0,0.46,"20181020","BOU",0,"BOUvSOU20181020","away",0,1,0,0,0,Inf,7,Inf,0,9,"SOU-9","BOU-9",6,-8,6,16,6,-10,0,1,-10,0,0,0,2,9,1
"175","HUD",0,0,13,1,1,0,0,32,2,451,3,9,0,0,0.49,"20181020","LIV",1,"HUDvLIV20181020","home",0,0,0,0,0,Inf,Inf,Inf,-1,9,"HUD-9","LIV-9",3,-14,4,19,2,-17,0,1,-Inf,1,0,0,12,4,9
"176","LIV",1,1,11,2,1,0,0,20,4,499,2,6,2,0,0.51,"20181020","HUD",0,"HUDvLIV20181020","away",1,3,0.0909090909090909,0.5,0,499,3,Inf,1,9,"LIV-9","HUD-9",23,13,16,2,19,17,0,0,5.66666666666667,1,1,3,1,3,14
"177","EVE",2,2,20,4,3,0,0,31,10,438,1,13,2,0,0.57,"20181021","CRY",0,"EVEvCRY20181021","home",1,3,0.1,0.5,0,219,6.5,Inf,2,9,"EVE-9","CRY-9",15,3,15,8,15,7,0,0,2.33333333333333,3,3,0,10,17,6
"178","CRY",0,0,7,3,2,0,1,20,5,280,0,17,1,0,0.43,"20181021","EVE",2,"EVEvCRY20181021","away",0,0,0,0,0,Inf,17,Inf,-2,9,"CRY-9","EVE-9",7,-6,5,15,8,-7,0,0,-Inf,0,0,1,7,7,18
"179","ARS",3,3,19,6,2,0,0,22,6,633,2,10,2,0,0.66,"20181022","LEI",1,"ARSvLEI20181022","home",1,3,0.157894736842105,0.5,0,211,5,Inf,2,9,"ARS-9","LEI-9",21,11,22,4,11,7,0,0,2.33333333333333,3,3,3,17,6,12
"180","LEI",1,1,8,2,3,0,0,16,4,245,1,10,2,0,0.34,"20181022","ARS",3,"ARSvLEI20181022","away",0,0,0.125,0.5,0,245,5,Inf,-2,9,"LEI-9","ARS-9",12,0,15,11,4,-7,0,1,-Inf,0,3,3,11,18,19
"181","LIV",4,2,19,7,0,0,0,32,8,776,0,6,0,0,0.74,"20181027","yCC",1,"LIVvyCC20181027","home",1,3,0.210526315789474,0.571428571428571,2,194,Inf,Inf,3,10,"LIV-10","yCC-10",26,16,20,2,17,15,0,0,5,3,1,1,19,1,3
"182","yCC",1,0,2,1,2,0,0,13,0,139,4,4,0,0,0.26,"20181027","LIV",4,"LIVvyCC20181027","away",0,0,0.5,1,1,139,Inf,Inf,-3,10,"yCC-10","LIV-10",5,-14,9,17,2,-15,0,1,-Inf,3,0,0,18,5,12
"183","SOU",0,0,22,4,0,0,0,36,7,340,1,9,0,0,0.51,"20181027","NEW",0,"SOUvNEW20181027","home",0,1,0,0,0,Inf,Inf,Inf,0,10,"SOU-10","NEW-10",7,-8,6,16,19,3,1,0,3,1,0,0,6,2,9
"184","NEW",0,0,6,0,4,0,0,17,2,330,3,12,1,0,0.49,"20181027","SOU",0,"SOUvNEW20181027","away",0,1,0,NA,0,Inf,12,Inf,0,10,"NEW-10","SOU-10",3,-8,6,19,16,-3,1,0,-3,0,0,0,12,8,8
"185","WAT",3,3,12,6,7,0,0,12,3,388,3,9,1,0,0.47,"20181027","HUD",0,"WATvHUD20181027","home",1,3,0.25,0.5,0,129.333333333333,9,Inf,3,10,"WAT-10","HUD-10",19,4,16,7,20,13,0,0,4.33333333333333,3,0,0,9,6,5
"186","HUD",0,0,13,7,3,0,0,21,3,429,3,13,2,0,0.53,"20181027","WAT",3,"WATvHUD20181027","away",0,0,0,0,0,Inf,6.5,Inf,-3,10,"HUD-10","WAT-10",3,-17,4,20,7,-13,0,0,-Inf,0,1,0,2,12,4
"187","FUL",0,0,11,1,2,0,0,19,5,473,1,16,2,1,0.52,"20181027","BOU",3,"FULvBOU20181027","home",0,0,0,0,0,Inf,8,16,-3,10,"FUL-10","BOU-10",5,-17,11,18,6,-12,0,1,-Inf,0,0,0,17,4,11
"188","BOU",3,2,12,5,1,1,1,29,5,458,1,3,1,0,0.48,"20181027","FUL",0,"FULvBOU20181027","away",1,3,0.25,0.6,1,152.666666666667,3,Inf,3,10,"BOU-10","FUL-10",20,7,19,6,18,12,0,0,4,1,3,3,16,9,13
"189","BHA",1,1,7,1,7,0,0,11,1,281,0,11,3,0,0.44,"20181027","WLV",0,"BHAvWLV20181027","home",1,3,0.142857142857143,1,0,281,3.66666666666667,Inf,1,10,"BHA-10","WLV-10",14,-2,11,11,10,-1,1,0,-0.333333333333333,3,3,0,20,15,1
"190","WLV",0,0,25,7,0,0,0,40,10,476,1,8,0,0,0.56,"20181027","BHA",1,"BHAvWLV20181027","away",0,0,0,0,0,Inf,Inf,Inf,-1,10,"WLV-10","BHA-10",15,0,9,10,11,1,1,0,Inf,0,3,3,7,14,16
"191","LEI",1,1,21,7,2,0,0,48,8,494,7,17,1,0,0.56,"20181027","WHU",1,"LEIvWHU20181027","home",0,1,0.0476190476190476,0.142857142857143,0,494,17,Inf,0,10,"LEI-10","WHU-10",13,0,16,12,13,1,1,0,1,0,0,3,4,11,18
"192","WHU",1,0,11,3,6,0,0,9,0,261,1,5,1,1,0.44,"20181027","LEI",1,"LEIvWHU20181027","away",0,1,0.0909090909090909,0.333333333333333,1,261,5,5,0,10,"WHU-10","LEI-10",8,-6,9,13,12,-1,1,0,-1,0,0,3,5,13,10
"193","CRY",2,0,16,3,0,2,2,25,6,343,2,10,1,0,0.43,"20181028","ARS",2,"CRYvARS20181028","home",0,1,0.125,0.666666666666667,2,171.5,10,Inf,0,10,"CRY-10","ARS-10",8,-6,7,14,4,-10,0,1,-10,0,0,0,8,7,7
"194","ARS",2,0,7,2,1,0,0,10,4,486,0,16,2,0,0.57,"20181028","CRY",2,"CRYvARS20181028","away",0,1,0.285714285714286,1,2,243,8,Inf,0,10,"ARS-10","CRY-10",22,11,24,4,14,10,0,0,10,3,3,3,11,17,6
"195","BUR",0,0,7,1,4,0,0,24,4,296,5,14,4,0,0.35,"20181028","CHE",4,"BURvCHE20181028","home",0,0,0,0,0,Inf,3.5,Inf,-4,10,"BUR-10","CHE-10",8,-11,10,15,3,-12,0,1,-Inf,0,1,3,1,18,19
"196","CHE",4,3,24,8,1,0,0,9,4,725,0,10,2,0,0.65,"20181028","BUR",0,"BURvCHE20181028","away",1,3,0.166666666666667,0.5,1,181.25,5,Inf,4,10,"CHE-10","BUR-10",24,17,24,3,15,12,0,0,4,1,3,1,10,16,2
"197","MUN",2,1,14,10,6,0,1,22,8,408,7,15,2,0,0.51,"20181028","EVE",1,"MUNvEVE20181028","home",1,3,0.142857142857143,0.2,1,204,7.5,Inf,1,10,"MUN-10","EVE-10",17,0,17,8,9,1,1,0,0.333333333333333,1,3,0,3,19,14
"198","EVE",1,0,14,7,8,1,1,23,4,371,0,12,1,0,0.49,"20181028","MUN",2,"MUNvEVE20181028","away",0,0,0.0714285714285714,0.142857142857143,1,371,12,Inf,-1,10,"EVE-10","MUN-10",15,2,16,9,8,-1,1,0,-Inf,3,3,3,15,10,17
"199","TOT",0,0,4,1,4,0,0,17,3,397,4,13,2,0,0.46,"20181029","MCI",1,"TOTvMCI20181029","home",0,0,0,0,0,Inf,6.5,Inf,-1,10,"TOT-10","MCI-10",21,8,16,5,1,-4,0,1,-Inf,3,3,3,14,20,20
"200","MCI",1,1,13,6,1,0,0,17,6,449,4,13,2,0,0.54,"20181029","TOT",0,"TOTvMCI20181029","away",1,3,0.0769230769230769,0.166666666666667,0,449,6.5,Inf,1,10,"MCI-10","TOT-10",26,24,27,1,5,4,0,1,1.33333333333333,3,1,3,13,3,15
"201","BOU",1,1,18,7,3,0,0,31,9,344,0,12,4,0,0.51,"20181103","MUN",2,"BOUvMUN20181103","home",0,0,0.0555555555555556,0.142857142857143,0,344,3,Inf,-1,11,"BOU-11","MUN-11",20,6,20,6,7,1,1,0,Inf,3,1,3,18,16,9
"202","MUN",2,1,18,8,6,0,0,17,5,356,5,11,3,0,0.49,"20181103","BOU",1,"BOUvMUN20181103","away",1,3,0.111111111111111,0.25,1,178,3.66666666666667,Inf,1,11,"MUN-11","BOU-11",20,1,19,7,6,-1,1,1,-0.333333333333333,3,1,3,9,3,19
"203","EVE",3,1,14,3,2,0,0,40,6,431,2,9,0,0,0.6,"20181103","BHA",1,"EVEvBHA20181103","home",1,3,0.214285714285714,1,2,143.666666666667,Inf,Inf,2,11,"EVE-11","BHA-11",18,4,19,9,12,3,1,0,1,0,3,3,8,15,10
"204","BHA",1,1,5,3,0,0,0,14,4,240,2,17,1,0,0.4,"20181103","EVE",3,"EVEvBHA20181103","away",0,0,0.2,0.333333333333333,0,240,17,Inf,-2,11,"BHA-11","EVE-11",14,-4,12,12,9,-3,1,0,-Inf,3,3,3,10,20,15
"205","NEW",1,1,10,2,1,0,0,28,8,250,4,12,1,0,0.43,"20181103","WAT",0,"NEWvWAT20181103","home",1,3,0.1,0.5,0,250,12,Inf,1,11,"NEW-11","WAT-11",6,-7,7,17,8,-9,0,0,-3,1,0,0,16,12,8
"206","WAT",0,0,16,1,1,0,0,26,9,384,2,11,5,0,0.57,"20181103","NEW",1,"NEWvWAT20181103","away",0,0,0,0,0,Inf,2.2,Inf,-1,11,"WAT-11","NEW-11",19,3,16,8,17,9,0,0,Inf,3,3,0,20,9,6
"207","WHU",4,2,22,10,1,0,0,23,10,457,2,7,1,0,0.62,"20181103","BUR",2,"WHUvBUR20181103","home",1,3,0.181818181818182,0.4,2,114.25,7,Inf,2,11,"WHU-11","BUR-11",11,-4,13,13,15,2,1,0,0.666666666666667,1,0,0,12,5,13
"208","BUR",2,2,6,3,5,0,0,9,4,215,2,9,4,0,0.38,"20181103","WHU",4,"WHUvBUR20181103","away",0,0,0.333333333333333,0.666666666666667,0,107.5,2.25,Inf,-2,11,"BUR-11","WHU-11",8,-13,12,15,13,-2,1,0,-Inf,0,0,1,3,1,18
"209","yCC",0,0,11,2,2,0,0,29,6,189,4,13,2,0,0.43,"20181103","LEI",1,"yCCvLEI20181103","home",0,0,0,0,0,Inf,6.5,Inf,-1,11,"yCC-11","LEI-11",5,-15,9,19,10,-9,0,0,-Inf,0,3,0,2,18,5
"210","LEI",1,1,13,5,2,0,0,28,12,335,3,12,2,0,0.57,"20181103","yCC",0,"yCCvLEI20181103","away",1,3,0.0769230769230769,0.2,0,335,6,Inf,1,11,"LEI-11","yCC-11",16,1,17,10,19,9,0,0,3,1,0,0,13,4,11
"211","ARS",1,1,12,4,3,0,0,26,5,536,7,7,1,0,0.59,"20181103","LIV",1,"ARSvLIV20181103","home",0,1,0.0833333333333333,0.25,0,536,7,Inf,0,11,"ARS-11","LIV-11",23,11,25,5,3,-2,1,1,-2,1,3,3,14,11,17
"212","LIV",1,0,13,4,3,0,0,24,8,300,1,7,1,0,0.41,"20181103","ARS",1,"ARSvLIV20181103","away",0,1,0.0769230769230769,0.25,1,300,7,Inf,0,11,"LIV-11","ARS-11",27,16,21,3,5,2,1,1,2,3,3,1,17,19,1
"213","WLV",2,0,16,7,5,2,2,27,5,404,5,11,1,0,0.5,"20181103","TOT",3,"WLVvTOT20181103","home",0,0,0.125,0.285714285714286,2,202,11,Inf,-1,11,"WLV-11","TOT-11",15,-1,11,11,4,-7,0,1,-Inf,0,0,3,11,7,14
"214","TOT",3,2,10,8,5,0,0,9,1,452,3,8,2,0,0.5,"20181103","WLV",2,"WLVvTOT20181103","away",1,3,0.3,0.375,1,150.666666666667,4,Inf,1,11,"TOT-11","WLV-11",24,9,19,4,11,7,0,0,2.33333333333333,0,3,3,1,14,20
"215","MCI",6,5,18,8,5,0,0,25,5,687,1,14,1,0,0.64,"20181104","SOU",1,"MCIvSOU20181104","home",1,3,0.333333333333333,0.75,1,114.5,14,Inf,5,11,"MCI-11","SOU-11",29,29,33,1,16,15,0,0,5,3,3,1,5,13,3
"216","SOU",1,0,12,6,3,1,1,22,4,293,1,9,1,0,0.36,"20181104","MCI",6,"MCIvSOU20181104","away",0,0,0.0833333333333333,0.166666666666667,1,293,9,Inf,-5,11,"SOU-11","MCI-11",7,-13,7,16,1,-15,0,1,-Inf,1,1,0,19,6,2
"217","CHE",3,3,15,6,1,0,0,24,4,838,6,6,0,0,0.68,"20181104","CRY",1,"CHEvCRY20181104","home",1,3,0.2,0.5,0,279.333333333333,Inf,Inf,2,11,"CHE-11","CRY-11",27,19,27,2,14,12,0,0,4,3,1,3,15,10,16
"218","CRY",1,1,7,2,3,0,0,9,2,268,1,13,1,0,0.32,"20181104","CHE",3,"CHEvCRY20181104","away",0,0,0.142857142857143,0.5,0,268,13,Inf,-2,11,"CRY-11","CHE-11",8,-8,8,14,2,-12,0,1,-Inf,1,0,0,4,8,7
"219","HUD",1,0,10,2,1,0,0,30,5,273,3,11,1,0,0.47,"20181105","FUL",0,"HUDvFUL20181105","home",1,3,0.1,0.5,1,273,11,Inf,1,11,"HUD-11","FUL-11",6,-16,5,18,20,2,1,0,0.666666666666667,0,0,1,7,2,12
"220","FUL",0,0,8,1,2,0,0,10,4,385,6,8,2,0,0.53,"20181105","HUD",1,"HUDvFUL20181105","away",0,0,0,0,0,Inf,4,Inf,-1,11,"FUL-11","HUD-11",5,-18,11,20,18,-2,1,0,-Inf,0,0,0,6,17,4
"221","yCC",2,0,20,6,2,0,0,31,4,375,0,7,2,0,0.58,"20181110","BHA",1,"yCCvBHA20181110","home",1,3,0.1,0.333333333333333,2,187.5,3.5,Inf,1,12,"yCC-12","BHA-12",8,-14,11,18,12,-6,0,0,-2,0,0,3,10,2,18
"222","BHA",1,1,7,3,3,0,0,8,1,218,0,21,1,1,0.42,"20181110","yCC",2,"yCCvBHA20181110","away",0,0,0.142857142857143,0.333333333333333,0,218,21,21,-1,12,"BHA-12","yCC-12",14,-5,13,12,18,6,0,0,Inf,0,3,3,9,10,20
"223","LEI",0,0,22,5,1,0,0,50,12,430,1,13,2,0,0.61,"20181110","BUR",0,"LEIvBUR20181110","home",0,1,0,0,0,Inf,6.5,Inf,0,12,"LEI-12","BUR-12",17,1,17,10,15,5,0,0,5,3,1,0,19,13,4
"224","BUR",0,0,6,1,4,0,0,14,1,210,2,10,0,0,0.39,"20181110","LEI",0,"LEIvBUR20181110","away",0,1,0,0,0,Inf,Inf,Inf,0,12,"BUR-12","LEI-12",9,-13,12,15,10,-5,0,0,-5,0,0,0,13,3,1
"225","NEW",2,1,18,6,3,0,0,27,7,245,2,9,2,0,0.43,"20181110","BOU",1,"NEWvBOU20181110","home",1,3,0.111111111111111,0.333333333333333,1,122.5,4.5,Inf,1,12,"NEW-12","BOU-12",9,-6,9,14,6,-8,0,1,-2.66666666666667,3,1,0,8,16,12
"226","BOU",1,1,14,4,4,0,0,33,10,438,2,11,1,0,0.57,"20181110","NEW",2,"NEWvBOU20181110","away",0,0,0.0714285714285714,0.25,0,438,11,Inf,-1,12,"BOU-12","NEW-12",20,5,21,6,14,8,0,0,Inf,0,3,1,7,18,16
"227","SOU",1,1,14,4,5,0,0,24,7,250,4,13,3,0,0.47,"20181110","WAT",1,"SOUvWAT20181110","home",0,1,0.0714285714285714,0.25,0,250,4.33333333333333,Inf,0,12,"SOU-12","WAT-12",8,-13,8,17,7,-10,0,0,-10,0,1,1,1,19,6
"228","WAT",1,1,12,6,3,0,0,23,6,335,4,13,2,0,0.53,"20181110","SOU",1,"SOUvWAT20181110","away",0,1,0.0833333333333333,0.166666666666667,0,335,6.5,Inf,0,12,"WAT-12","SOU-12",20,3,17,7,17,10,0,0,10,0,3,3,17,20,9
"229","HUD",1,1,15,7,3,0,0,20,5,271,7,9,1,0,0.45,"20181110","WHU",1,"HUDvWHU20181110","home",0,1,0.0666666666666667,0.142857142857143,0,271,9,Inf,0,12,"HUD-12","WHU-12",7,-16,6,19,13,-6,0,0,-6,3,0,0,20,7,2
"230","WHU",1,0,12,5,6,0,0,26,6,378,3,8,1,0,0.55,"20181110","HUD",1,"HUDvWHU20181110","away",0,1,0.0833333333333333,0.2,1,378,8,Inf,0,12,"WHU-12","HUD-12",12,-4,14,13,19,6,0,0,6,3,1,0,15,12,5
"231","CRY",0,0,11,4,1,0,0,32,10,233,4,12,1,0,0.37,"20181110","TOT",1,"CRYvTOT20181110","home",0,0,0,0,0,Inf,12,Inf,-1,12,"CRY-12","TOT-12",8,-9,8,16,4,-12,0,1,-Inf,0,1,0,2,4,8
"232","TOT",1,0,11,2,4,0,0,23,6,507,1,9,1,0,0.63,"20181110","CRY",0,"CRYvTOT20181110","away",1,3,0.0909090909090909,0.5,1,507,9,Inf,1,12,"TOT-12","CRY-12",27,10,20,4,16,12,0,0,4,3,0,3,11,1,14
"233","LIV",2,2,20,7,3,0,0,28,6,667,2,11,1,0,0.67,"20181111","FUL",0,"LIVvFUL20181111","home",1,3,0.1,0.285714285714286,0,333.5,11,Inf,2,12,"LIV-12","FUL-12",30,18,23,2,20,18,0,0,6,1,3,3,5,17,19
"234","FUL",0,0,8,3,5,0,0,13,3,212,5,9,1,0,0.33,"20181111","LIV",2,"LIVvFUL20181111","away",0,0,0,0,0,Inf,9,Inf,-2,12,"FUL-12","LIV-12",5,-20,11,20,2,-18,0,1,-Inf,0,0,0,18,6,17
"235","CHE",0,0,15,4,1,0,0,21,5,640,5,7,4,0,0.65,"20181111","EVE",0,"CHEvEVE20181111","home",0,1,0,0,0,Inf,1.75,Inf,0,12,"CHE-12","EVE-12",28,19,27,3,9,6,0,0,6,3,3,1,14,15,10
"236","EVE",0,0,6,1,4,0,0,12,5,256,7,11,3,0,0.35,"20181111","CHE",0,"CHEvEVE20181111","away",0,1,0,0,0,Inf,3.66666666666667,Inf,0,12,"EVE-12","CHE-12",19,4,19,9,3,-6,0,1,-6,3,0,3,12,8,15
"237","ARS",1,1,10,3,4,0,0,31,11,666,1,9,2,0,0.67,"20181111","WLV",1,"ARSvWLV20181111","home",0,1,0.1,0.333333333333333,0,666,4.5,Inf,0,12,"ARS-12","WLV-12",24,11,26,5,11,6,0,0,6,1,1,3,3,14,11
"238","WLV",1,1,13,5,2,0,0,14,2,222,2,16,2,0,0.33,"20181111","ARS",1,"ARSvWLV20181111","away",0,1,0.0769230769230769,0.2,0,222,8,Inf,0,12,"WLV-12","ARS-12",16,-1,12,11,5,-6,0,1,-6,0,0,0,4,11,7
"239","MCI",3,3,17,5,0,0,0,30,5,667,0,12,1,0,0.65,"20181111","MUN",1,"MCIvMUN20181111","home",1,3,0.176470588235294,0.6,0,222.333333333333,12,Inf,2,12,"MCI-12","MUN-12",32,31,36,1,8,7,0,0,2.33333333333333,3,3,3,16,5,13
